"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
114,2.00,"WTU",764.00,32430.00,83378.00,,"2005 North Cascades National Park Foray","Dryopteridaceae","Athyrium alpestre var. americanum","Athyrium","alpestre","Butters","var.","americanum",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 2",,"Maria Gerace","05-","560",,"05-560","Sarah Gage, Emily Sloane",24.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park Complex. Lake Chelan/Sawtooth National Recreation Area.  Southwest slope of Reynolds Peak.  About 5 airmiles northeast of Stehekin.",6722.00,,2049.00,,48.00,22.30,0.00,"N",120.00,34.76,0.00,"W","WGS 84",10.00,"GPS reading",10.00,679263.56,5360451.45,"WGS 84",10.00,"Calc. from Lat-Long","33N","18E","11","SE 1/4 of NW 1/4","Southwest facing drainage below talus field.  Lush meadow and Salix on slope.","Abundant among boulders.",,"Native","Fertile",,"{4029EA54-0DFE-486B-AD33-E5CF7AD8D867}",679263.55,5360451.44,"NAD83","OK","Natalya Antonova"
115,1.00,"NOCA",764.00,32431.00,83383.00,,"2005 North Cascades National Park Foray","Poaceae","Phleum alpinum","Phleum","alpinum","L.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-1",,,"05-1","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Glumes pruplish.  Perennial.  Scattered along stream and in meadow.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
116,2.00,"WTU",764.00,32432.00,83383.00,,"2005 North Cascades National Park Foray","Poaceae","Phleum alpinum","Phleum","alpinum","L.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-1",,,"05-1","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Glumes pruplish.  Perennial.  Scattered along stream and in meadow.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
117,3.00,"UBC",764.00,32433.00,83383.00,,"2005 North Cascades National Park Foray","Poaceae","Phleum alpinum","Phleum","alpinum","L.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-1",,,"05-1","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Glumes pruplish.  Perennial.  Scattered along stream and in meadow.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
118,1.00,"NOCA",764.00,32434.00,83392.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio triangularis var. triangularis","Senecio","triangularis","Hook.","var.","triangularis",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-","2",,"05-2","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Rays and disks yellow, plants slightly succulent.  Growing on moss covered rocks in streams.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
119,2.00,"WTU",764.00,32435.00,83392.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio triangularis var. triangularis","Senecio","triangularis","Hook.","var.","triangularis",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-","2",,"05-2","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Rays and disks yellow, plants slightly succulent.  Growing on moss covered rocks in streams.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
120,1.00,"NOCA",764.00,32436.00,83396.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"P. F. Zika",,,2005.00,"Jepson",,"Rich Gwozdz","05-","03",,"05-03","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Common along streamside. Heads nodding.  Usually 3 heads, male on top.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
121,2.00,"WTU",764.00,32437.00,83396.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"P. F. Zika",,,2005.00,"Jepson",,"Rich Gwozdz","05-","03",,"05-03","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Common along streamside. Heads nodding.  Usually 3 heads, male on top.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
122,1.00,"NOCA",764.00,32438.00,83399.00,,"2005 North Cascades National Park Foray","Poaceae","Festuca viridula","Festuca","viridula","Vasey",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"Jepson",,"Rich Gwozdz","05-","4",,"05-4","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Common along stream edge, but somewhat away (30 centimeters) from wate inflorescence brown and green.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
123,2.00,"WTU",764.00,32439.00,83399.00,,"2005 North Cascades National Park Foray","Poaceae","Festuca viridula","Festuca","viridula","Vasey",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"Jepson",,"Rich Gwozdz","05-","4",,"05-4","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Common along stream edge, but somewhat away (30 centimeters) from wate inflorescence brown and green.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
124,1.00,"NOCA",764.00,32440.00,83401.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Pedicularis groenlandica","Pedicularis","groenlandica","Retz.",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Rich Gwozdz","05-","05",,"05-05","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Pedicularis groenlandica scattered along stream and in wet meadow.  Flowers pink-purple with very faint sweet smell.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
125,2.00,"WTU",764.00,32441.00,83401.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Pedicularis groenlandica","Pedicularis","groenlandica","Retz.",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Rich Gwozdz","05-","05",,"05-05","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Pedicularis groenlandica scattered along stream and in wet meadow.  Flowers pink-purple with very faint sweet smell.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
126,1.00,"NOCA",764.00,32442.00,83403.00,,"2005 North Cascades National Park Foray","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"P. F. Zika",,,2005.00,"Jepson",,"Rich Gwozdz","05-","06",,"05-06","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Growing at streamside in water.  Heads dark chocolate brown.  Plants scattered.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
127,2.00,"WTU",764.00,32443.00,83403.00,,"2005 North Cascades National Park Foray","Juncaceae","Juncus mertensianus","Juncus","mertensianus","Bong.",,,,,,,,1.00,"P. F. Zika",,,2005.00,"Jepson",,"Rich Gwozdz","05-","06",,"05-06","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Growing at streamside in water.  Heads dark chocolate brown.  Plants scattered.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
128,1.00,"NOCA",764.00,32444.00,83405.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Veronica cusickii","Veronica","cusickii","Gray",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"Jepson",,"Rich Gwozdz","05-","07",,"05-07","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Flowers deep blue-violet.  Very common along stream and in meadow.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
129,2.00,"WTU",764.00,32445.00,83405.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Veronica cusickii","Veronica","cusickii","Gray",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"Jepson",,"Rich Gwozdz","05-","07",,"05-07","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Flowers deep blue-violet.  Very common along stream and in meadow.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
130,3.00,"UBC",764.00,32446.00,83405.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Veronica cusickii","Veronica","cusickii","Gray",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"Jepson",,"Rich Gwozdz","05-","07",,"05-07","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Flowers deep blue-violet.  Very common along stream and in meadow.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
131,1.00,"NOCA",764.00,32447.00,83413.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Veronica wormskjoldii","Veronica","wormskjoldii","Roem. & Schult.",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Rich Gwozdz","05-","8",,"05-8","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Flowers pale violet.  Growing on rocks in stream.  Leaves and stem hairy.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
132,2.00,"WTU",764.00,32448.00,83413.00,,"2005 North Cascades National Park Foray","Scrophulariaceae","Veronica wormskjoldii","Veronica","wormskjoldii","Roem. & Schult.",,,,,,,,1.00,"Richard G. Olmstead",,"Aug",2005.00,"H&C",,"Rich Gwozdz","05-","8",,"05-8","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Flowers pale violet.  Growing on rocks in stream.  Leaves and stem hairy.",,"Native","Flowering & Fruiting",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
133,1.00,"NOCA",764.00,32449.00,83414.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-","9",,"05-9","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Rays light purple, disks yellow scattered along stream.  Leaves slightly succulent.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
134,2.00,"WTU",764.00,32450.00,83414.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Rich Gwozdz","05-","9",,"05-9","Sarah Gage, Maria Gerace",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Casacades National Park.  Lake Chelan/Sawtooth National Recreation Area.  Basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6642.00,,2025.00,,48.00,22.49,0.00,"N",120.00,34.87,0.00,"W","WGS 84",6.00,"GPS reading",10.00,679113.11,5360795.28,"WGS 84",6.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Moist streamside and meadow with abundant mosses. Surrounded by forest of Larix lyalli and Abies lasiocarpa.","Rays light purple, disks yellow scattered along stream.  Leaves slightly succulent.",,"Native","Flowering",,"{A10F7E1F-CB76-4CBB-B336-B729A8B71BF9}",679113.10,5360795.27,"NAD83","OK","Natalya Antonova"
