"ID","Replicate Number","Herbarium Destination","NOCA Acc .","NOCA Catalog .","Label title","Family","Full Scientific Name","Genus","species","Author","Subtaxon rank","Subtaxon","Subtaxon author","Subtaxon2 rank","Subtaxon2 author","Determination Notes","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination_Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper elevation range (ft)","Elevation (meters)","Upper elevation range (meters)","Degrees Lat","Minutes Lat","Seconds Lat","Degrees Long","Minutes Long","Seconds Long","Datum","Accuracy (meters)","Source","UTM Zone","Easting","Northing","Datum_UTM","Accuracy (m)","Source_UTM","Site Description","Specimen Details","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
240,3.00,"UBC","NOCA-00832","NOCA 31861","2006 North Cascades National Park Foray","Cyperaceae","Carex jonesii","Carex","jonesii","Bailey",,,,,,,"Peter F. Zika",16.00,"Nov",2006.00,,,"Charlie Baughman","06-",2.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","Short - rhizomatous, in loose tufts on rise in marsh; uncommon.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
241,1.00,"NOCA","NOCA-00832","NOCA 31880","2006 North Cascades National Park Foray","Cyperaceae","Carex laeviculmis","Carex","laeviculmis","Meinsh.",,,,,,,"Ben Legler",18.00,"Oct",2006.00,"FNA vol. 23",,"Charlie Baughman","06-",10.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","Rare in moist soil; in loose small tufts.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
242,2.00,"WTU","NOCA-00832","NOCA 31881","2006 North Cascades National Park Foray","Cyperaceae","Carex laeviculmis","Carex","laeviculmis","Meinsh.",,,,,,,"Ben Legler",18.00,"Oct",2006.00,"FNA vol. 23",,"Charlie Baughman","06-",10.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","Rare in moist soil; in loose small tufts.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
243,1.00,"NOCA","NOCA-00832","NOCA 31716","2006 North Cascades National Park Foray","Cyperaceae","Carex lasiocarpa","Carex","lasiocarpa","Ehrh.",,,,,,,"Ben Legler",18.00,"Sep",2006.00,"FNA",,"Barbara Smith","06-",15.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","Scattered on submerged edges of floating bog mat. Rhizomatous.","Native","Fruiting",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
244,2.00,"Stehekin","NOCA-00832","NOCA 31717","2006 North Cascades National Park Foray","Cyperaceae","Carex lasiocarpa","Carex","lasiocarpa","Ehrh.",,,,,,,"Ben Legler",18.00,"Sep",2006.00,"FNA",,"Barbara Smith","06-",15.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","Scattered on submerged edges of floating bog mat. Rhizomatous.","Native","Fruiting",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
245,3.00,"WTU","NOCA-00832","NOCA 31718","2006 North Cascades National Park Foray","Cyperaceae","Carex lasiocarpa","Carex","lasiocarpa","Ehrh.",,,,,,,"Ben Legler",18.00,"Sep",2006.00,"FNA",,"Barbara Smith","06-",15.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","Scattered on submerged edges of floating bog mat. Rhizomatous.","Native","Fruiting",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
246,1.00,"NOCA","NOCA-00832","NOCA 32287","2006 North Cascades National Park Foray","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",15.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Tufted; abundant in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
247,2.00,"WTU","NOCA-00832","NOCA 32288","2006 North Cascades National Park Foray","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",15.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Tufted; abundant in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
248,3.00,"UBC","NOCA-00832","NOCA 32289","2006 North Cascades National Park Foray","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",15.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Tufted; abundant in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
249,1.00,"NOCA","NOCA-00832","NOCA 31894","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",18.00,"Oct",2006.00,"FNA vol. 23",,"Charlie Baughman","06-",15.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In tufts in wet open meadow; frequent.","Native","Flowering & Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
250,2.00,"WTU","NOCA-00832","NOCA 31895","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",18.00,"Oct",2006.00,"FNA vol. 23",,"Charlie Baughman","06-",15.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In tufts in wet open meadow; frequent.","Native","Flowering & Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
251,3.00,"UBC","NOCA-00832","NOCA 31896","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",18.00,"Oct",2006.00,"FNA vol. 23",,"Charlie Baughman","06-",15.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In tufts in wet open meadow; frequent.","Native","Flowering & Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
252,1.00,"NOCA","NOCA-00832","NOCA 32302","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",20.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Frequent in small tufts in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
253,2.00,"WTU","NOCA-00832","NOCA 32303","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",20.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Frequent in small tufts in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
254,3.00,"UBC","NOCA-00832","NOCA 32304","2006 North Cascades National Park Foray","Cyperaceae","Carex luzulina var. ablata","Carex","luzulina","Olney","var.","ablata","(Bailey) F.J. Herm.",,,,"Ben Legler",26.00,"Oct",2006.00,"FNA vol. 23",,"Nathan Walker","06-",20.00,,,28.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North shore of Dagger Lake, circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Wet subalpine meadows, mostly flat with Eriophorum, Carex species, Viola palustris, scattered Abies lasiocarpa, Picea engelmannii.","Frequent in small tufts in wet areas.","Native","Fruiting",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
255,1.00,"NOCA","NOCA-00832","NOCA 31981","2006 North Cascades National Park Foray","Cyperaceae","Carex nigricans","Carex","nigricans","C. A. Meyer",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 23",,"Maria Gerace","06-",67.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Forms large, flat, carpets in late snow melt areas; full sun; common.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
256,2.00,"WTU","NOCA-00832","NOCA 31982","2006 North Cascades National Park Foray","Cyperaceae","Carex nigricans","Carex","nigricans","C. A. Meyer",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 23",,"Maria Gerace","06-",67.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Forms large, flat, carpets in late snow melt areas; full sun; common.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
257,3.00,"UBC","NOCA-00832","NOCA 31983","2006 North Cascades National Park Foray","Cyperaceae","Carex nigricans","Carex","nigricans","C. A. Meyer",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 23",,"Maria Gerace","06-",67.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Forms large, flat, carpets in late snow melt areas; full sun; common.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
258,1.00,"NOCA","NOCA-00832","NOCA 32110","2006 North Cascades National Park Foray","Cyperaceae","Carex nigricans","Carex","nigricans","C. A. Meyer",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 23",,"Matt Lee","06-",23.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Wet mossy turf on pedestals; common; moist to wet.","Native","Fruiting",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
259,2.00,"WTU","NOCA-00832","NOCA 32111","2006 North Cascades National Park Foray","Cyperaceae","Carex nigricans","Carex","nigricans","C. A. Meyer",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 23",,"Matt Lee","06-",23.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Wet mossy turf on pedestals; common; moist to wet.","Native","Fruiting",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
260,1.00,"NOCA","NOCA-00832","NOCA 32012","2006 North Cascades National Park Foray","Cyperaceae","Carex phaeocephala","Carex","phaeocephala","Piper",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 23",,"Steve Hahn","06-",303.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Clumps 3-7 inches wide; upright, slightly bent over heads; full sun; uncommon.","Native","Fruiting",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
261,2.00,"WTU","NOCA-00832","NOCA 32013","2006 North Cascades National Park Foray","Cyperaceae","Carex phaeocephala","Carex","phaeocephala","Piper",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 23",,"Steve Hahn","06-",303.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Clumps 3-7 inches wide; upright, slightly bent over heads; full sun; uncommon.","Native","Fruiting",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
262,1.00,"NOCA","NOCA-00832","NOCA 31449","2006 North Cascades National Park Foray","Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,,,,"Ben Legler",18.00,"Sep",2006.00,"FNA Vol. 23",,"Steve Hahn","06-",215.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. Outcrops on south side of Coon Lake. One kilometer northeast of High Bridge. Stehekin River Valley.",2200.00,,670.00,,48.00,23.00,13.00,120.00,49.00,52.10,"WGS 84",8.00,"GPS Reading",10.00,660569.26,5361581.61,"WGS 84",8.00,"Calc. from Lat-Lon","Open dry rocky outcrops in open Pseudotsuga forest. With Archtostaphylos nevadensis, Calamagrostis rubescens and Stipa.","In tufts on rock outcrops. Scattered.","Native","Fruiting",,"{29D0688E-1B1A-4129-BEBB-96DEA23F6C18}",660569.26,5361581.61,"NAD83","OK","Natalya Antonova"
263,2.00,"Stehekin","NOCA-00832","NOCA 31450","2006 North Cascades National Park Foray","Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,,,,"Ben Legler",18.00,"Sep",2006.00,"FNA Vol. 23",,"Steve Hahn","06-",215.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. Outcrops on south side of Coon Lake. One kilometer northeast of High Bridge. Stehekin River Valley.",2200.00,,670.00,,48.00,23.00,13.00,120.00,49.00,52.10,"WGS 84",8.00,"GPS Reading",10.00,660569.26,5361581.61,"WGS 84",8.00,"Calc. from Lat-Lon","Open dry rocky outcrops in open Pseudotsuga forest. With Archtostaphylos nevadensis, Calamagrostis rubescens and Stipa.","In tufts on rock outcrops. Scattered.","Native","Fruiting",,"{29D0688E-1B1A-4129-BEBB-96DEA23F6C18}",660569.26,5361581.61,"NAD83","OK","Natalya Antonova"
