Replicate#	Destination Herbarium	NPS Accession Number	NPS Catalog Number	WTU Database ID	WTU Accession Number	Family	Scientific Name	Genus	Species	Author	Subspecific Rank	Subspecific taxon	Subspecific Author	Determiner	Determination Day	Determination Month	Determination Year	Determination Source	Collector Name	Collector Number Prefix	Collector Number	Collector Number Suffix	Associated Collector	Collection Day	Collection Month	Collection Year	Country	State	County	Locality	Elevation (ft.)	Elevation (m)	Dec. Latitude	N or S	Decimal Long.	W or E	Lat-Long Datum	Accuracy (m)	UTM Zone	Easting	Northing	Datum	UTM Source	Site description	Specimen Details	Origin	Phenology	
3	UBC	MORA-523	17324	164232		Saxifragaceae	Saxifraga caespitosa var. emarginata	Saxifraga	caespitosa	L.	var.	emarginata	(Small) Rosend	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	15		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Forming loose cushions in rocky soil.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17325	164233		Polemoniaceae	Polemonium pulcherrimum var. calycinum	Polemonium	pulcherrimum	Hook.	var.	calycinum	(Eastw.) Brand	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	16		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope at base of rock face.	Native	Fruiting	
2	WTU	MORA-523	17326	164233		Polemoniaceae	Polemonium pulcherrimum var. calycinum	Polemonium	pulcherrimum	Hook.	var.	calycinum	(Eastw.) Brand	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	16		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope at base of rock face.	Native	Fruiting	
3	UBC	MORA-523	17327	164233		Polemoniaceae	Polemonium pulcherrimum var. calycinum	Polemonium	pulcherrimum	Hook.	var.	calycinum	(Eastw.) Brand	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	16		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope at base of rock face.	Native	Fruiting	
1	MORA	MORA-523	17328	164234		Asteraceae	Erigeron acris var. kamtschaticus	Erigeron	acris	L.	var.	kamtschaticus	"(de Candolle) Herder, Bull."	David Giblin	16	Sep	2007	FNA	Richard Ramsden	07-	17		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in thin soil patches in talus slope and rock face.	Native	Flowering	
2	WTU	MORA-523	17329	164234		Asteraceae	Erigeron acris var. kamtschaticus	Erigeron	acris	L.	var.	kamtschaticus	"(de Candolle) Herder, Bull."	David Giblin	16	Sep	2007	FNA	Richard Ramsden	07-	17		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in thin soil patches in talus slope and rock face.	Native	Flowering	
3	UBC	MORA-523	17330	164234		Asteraceae	Erigeron acris var. kamtschaticus	Erigeron	acris	L.	var.	kamtschaticus	"(de Candolle) Herder, Bull."	David Giblin	16	Sep	2007	FNA	Richard Ramsden	07-	17		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in thin soil patches in talus slope and rock face.	Native	Flowering	
1	MORA	MORA-523	17331	164235		Saxifragaceae	Saxifraga bronchialis var. austromontana	Saxifraga	bronchialis	L.	var.	austromontana	(Wieg.) Jones	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	18		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope/base of rock face.	Native	Flowering	
2	WTU	MORA-523	17332	164235		Saxifragaceae	Saxifraga bronchialis var. austromontana	Saxifraga	bronchialis	L.	var.	austromontana	(Wieg.) Jones	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	18		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope/base of rock face.	Native	Flowering	
3	UBC	MORA-523	17333	164235		Saxifragaceae	Saxifraga bronchialis var. austromontana	Saxifraga	bronchialis	L.	var.	austromontana	(Wieg.) Jones	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	18		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common at top of talus slope/base of rock face.	Native	Flowering	
1	MORA	MORA-523	17334	164236		Saxifragaceae	Saxifraga ferruginea var. macounii	Saxifraga	ferruginea	Grah.	var.	macounii	Engl. & Irmsch.	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	20		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Annual; corollas white. Scattered at base of rock outcropping.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17335	164236		Saxifragaceae	Saxifraga ferruginea var. macounii	Saxifraga	ferruginea	Grah.	var.	macounii	Engl. & Irmsch.	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	20		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Annual; corollas white. Scattered at base of rock outcropping.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17336	164236		Saxifragaceae	Saxifraga ferruginea var. macounii	Saxifraga	ferruginea	Grah.	var.	macounii	Engl. & Irmsch.	David Giblin	16	Sep	2007	H&C	Richard Ramsden	07-	20		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Annual; corollas white. Scattered at base of rock outcropping.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17337	164237		Asteraceae	Hieracium triste	Hieracium	triste	Willd.				David Giblin	16	Sep	2007	FNA	Richard Ramsden	07-	22		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of talus slope.	Native	Fruiting	
1	MORA	MORA-523	17338	164239		Crassulaceae	Sedum roseum	Sedum	roseum	(L.) Scop.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	01		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Rare on north-facing talus slope with Salix.	Native	Fruiting	
2	WTU	MORA-523	17339	164239		Crassulaceae	Sedum roseum	Sedum	roseum	(L.) Scop.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	01		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Rare on north-facing talus slope with Salix.	Native	Fruiting	
3	UBC	MORA-523	17340	164239		Crassulaceae	Sedum roseum	Sedum	roseum	(L.) Scop.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	01		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Rare on north-facing talus slope with Salix.	Native	Fruiting	
1	MORA	MORA-523	17341	164240		Brassicaceae	Smelowskia calycina var. americana	Smelowskia	calycina	(Steph.) C. A. Mey.	var.	americana	(Regel & Herd.) Drury & roll.	David Giblin	16	Sep	2007	H&C	Judy Runge	07-	02		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Scattered on south-facing talus slope.	Native	Flowering	
2	WTU	MORA-523	17342	164240		Brassicaceae	Smelowskia calycina var. americana	Smelowskia	calycina	(Steph.) C. A. Mey.	var.	americana	(Regel & Herd.) Drury & roll.	David Giblin	16	Sep	2007	H&C	Judy Runge	07-	02		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Scattered on south-facing talus slope.	Native	Flowering	
3	UBC	MORA-523	17343	164240		Brassicaceae	Smelowskia calycina var. americana	Smelowskia	calycina	(Steph.) C. A. Mey.	var.	americana	(Regel & Herd.) Drury & roll.	David Giblin	16	Sep	2007	H&C	Judy Runge	07-	02		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Scattered on south-facing talus slope.	Native	Flowering	
1	MORA	MORA-523	17344	164241		Polemoniaceae	Polemonium elegans	Polemonium	elegans	Greene				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	04		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Growing in rock crevices on talus slope. Scattered.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17345	164241		Polemoniaceae	Polemonium elegans	Polemonium	elegans	Greene				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	04		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Growing in rock crevices on talus slope. Scattered.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17346	164241		Polemoniaceae	Polemonium elegans	Polemonium	elegans	Greene				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	04		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Growing in rock crevices on talus slope. Scattered.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17347	164242		Portulacaceae	Cistanthe umbellata	Cistanthe	umbellata	(Torr.) Hershkovitz				David Giblin	16	Sep	2007	FNA	Judy Runge	07-	05		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Common in pumice pockets.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17348	164242		Portulacaceae	Cistanthe umbellata	Cistanthe	umbellata	(Torr.) Hershkovitz				David Giblin	16	Sep	2007	FNA	Judy Runge	07-	05		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Common in pumice pockets.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17349	164242		Portulacaceae	Cistanthe umbellata	Cistanthe	umbellata	(Torr.) Hershkovitz				David Giblin	16	Sep	2007	FNA	Judy Runge	07-	05		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Common in pumice pockets.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17350	164243		Scrophulariaceae	Pedicularis contorta	Pedicularis	contorta	Benth.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	06		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Scattered across mesic slope.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17351	164243		Scrophulariaceae	Pedicularis contorta	Pedicularis	contorta	Benth.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	06		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Scattered across mesic slope.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17352	164243		Scrophulariaceae	Pedicularis contorta	Pedicularis	contorta	Benth.				David Giblin	16	Sep	2007	H&C	Judy Runge	07-	06		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Scattered across mesic slope.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17353	164244		Rosaceae	Sibbaldia procumbens	Sibbaldia	procumbens	L.				David Giblin	10	Sep	2007	H&C	Judy Runge	07-	07		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Uncommon along ridgeline.	Native	Fruiting	
1	MORA	MORA-523	17354	164245		Polygonaceae	Aconogonon davisiae	Aconogonon	davisiae	(Brewer ex Gray) Sojúk				David Giblin	16	Sep	2007	FNA	Judy Runge	07-	08		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Common across talus slopes and adjacent basins.	Native	Fruiting	
