"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230160","SAJH-00081","Poaceae","Deschampsia elongata (Hook.) Munro","slender hairgrass","Steve Hahn","387",7/9/2001 0:00:00,,"Steve Hahn",7/10/2001 0:00:00,"American Camp:  Jakle's Lagoon trail","San Juan Island National Historical Park","SAN JUAN","WA","10/501367/5367610",30,"Growing along an old roadway-- in a Douglas fir dominated forest",3,344,"mineral soil","Holodiscus discolor/Rosa gymnocarpa/Polystichum munitum","SAJH",5367610,501367,,"",,"Deschampsia elongata"
"SAJH  230161","SAJH-00081","Caryophyllaceae","Dianthus armeria L.","Deptford's pink","Steve Hahn","221",7/11/2001 0:00:00,,"Steve Hahn",7/11/2001 0:00:00,"English Camp:  wetland BR06-- small meadow 100m west of the north entrance sign","San Juan Island National Historical Park","SAN JUAN","WA","10/489777/5382335",35,"Dry wetland-meadow-- full sun-- dominated by adventive herbs and grasses",3,294,"mineral soil","Poa pratensis/Solidago canadensis/Senecio jacobea","SAJH",5382335,489777,,"",,"Dianthus armeria"
"SAJH  230162","SAJH-00081","Caryophyllaceae","Dianthus armeria L.","Deptford's pink","Steve Hahn","66",5/29/2001 0:00:00,,"Steve Hahn",5/29/2001 0:00:00,"English Camp:  Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",152,"Grows on rocky balds-- in very dry-- exposed sites-- full sun",40,288,"rocky/mineral soil","Aira praecox/Hypochaeris radicata/Arrhenatherum elatius","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Dianthus armeria"
"SAJH  230163","SAJH-00081","Scrophulariaceae","Digitalis purpurea L. var. purpurea","Kenilworth ivy","Teresa DeKoker","44",6/14/2001 0:00:00,,"Teresa DeKoker",6/14/2001 0:00:00,"American Camp:  south face of Mt. Finlayson along the Cattle Point Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/500498/5367233",46,"Prairie community adjacent to a road",20,190,"mineral soil","Holcus lanatus/Pteridium aquilinum","SAJH",5367233,500498,,"",,"Digitalis purpurea var. purpurea"
"SAJH  230164","SAJH-00081","Dipsacaceae","Dipsacus fullonum ssp. sylvestris (Huds.) Clapham","common teasel","Teresa DeKoker","89",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  maintenance garage area","San Juan Island National Historical Park","SAN JUAN","WA","10/489830/5381984",18,"Disturbed roadside community dominated by seeded grasses-- full sun",6,270,"mineral soil","Dactylis glomerata/Circium arvense/Hypochaeris radicata/","SAJH",5381984,489830,,"",,"Dipsacus fullonum ssp. sylvestris"
"SAJH  230165","SAJH-00081","Poaceae","Distichlis spicata (L.) Greene","seashore saltgrass","Teresa DeKoker","82",6/22/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500934/5367599",1,"3' Above the high tide line beside a brackish lagoon-- partial to full sun",1,250,"rocky/mineral soil","Puccinellia sp./Salicornia virginica","SAJH",5367599,500934,,"",,"Distichlis spicata"
"SAJH  230166","SAJH-00081","Poaceae","Distichlis spicata (L.) Greene","seashore saltgrass","Teresa DeKoker","39",6/14/2001 0:00:00,,"Steve Hahn",9/17/2001 0:00:00,"American Camp:  east of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498316/5367133",9,"Growing on rocky bluffs over the Straits-- full sun",30,160,"sand","Aira praecox/Spergularia macrotheca","SAJH",5367133,498316,,"",,"Distichlis spicata"
"SAJH  230167","SAJH-00081","Poaceae","Eleocharis palustris (L.) R. & S.","creeping spikerush","Teresa DeKoker","96",6/25/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  4th of July Beach parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499670/5368330",8,"Edge of wetland-- adjacent to a parking lot-- partial sun",6,100,"mineral soil","Holcus lanatus/Ranunculus repens/Lolium perenne","SAJH",5368330,499670,,"",,"Eleocharis palustris"
"SAJH  230168","SAJH-00081","Poaceae","Elymus glaucus ssp. jepsonii (Burtt-Davy) Gould","Jepson's blue wildrye","Steve Hahn","122",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  first overlook up the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489820/5381320",168,"Grassy meadow on top of bluff-- grass occurs in a small swale with deeper soil",0,246,"mineral soil","Bromus sitchensis/Holcus lanatus/Hypochaeris radicata","SAJH",5381320,489820,,"",,"Elymus glaucus ssp. jepsonii"
"SAJH  230169","SAJH-00081","Poaceae","Elymus glaucus ssp. jepsonii (Burtt-Davy) Gould","Jepson's blue wildrye","Steve Hahn","403",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  first overlook up the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489820/5381320",168,"Grassy meadow on top of bluff-- grass occurs in a small swale with deeper soil",0,246,"mineral soil","Bromus sitchensis/Holcus lanatus/Hypochaeris radicata","SAJH",5381320,489820,,"",,"Elymus glaucus ssp. jepsonii"
"SAJH  230170","SAJH-00081","Onagraceae","Chamerion angustifolium (L.) Holub","fireweed","Steve Hahn","234",7/17/2001 0:00:00,,"Steve Hahn",7/17/2001 0:00:00,"American Camp:  roadside near the Visitor Center","San Juan Island National Historical Park","SAN JUAN","WA","10/498109/5367943",46,"Roadside on edge of forest-- dominated by lush shrubs and herbs",1,158,"mineral soil","Rubus parviflora/Rosa nutkana/Pteridium aquilinum","SAJH",5367943,498109,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Chamerion angustifolium"
"SAJH  230171","SAJH-00081","Onagraceae","Epilobium ciliatum Raf. ssp. ciliatum","coast willowherb","Teresa DeKoker","121",7/2/2001 0:00:00,,"Steve Hahn",10/29/2001 0:00:00,"American Camp:  small wetland uphill from the west end of Third Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/501600/5367475",5,"Edge of an emergent wetland-- partial sun",0,0,"mineral soil","Oenothera sarmentosa/Glyceria borealis/Epilobium sp.","SAJH",5367475,501600,,"",,"Epilobium ciliatum ssp. ciliatum"
"SAJH  230172","SAJH-00081","Onagraceae","Epilobium ciliatum ssp. watsonii (Barbey) Hoch & Raven","fringed willowherb","Teresa DeKoker","124",7/2/2001 0:00:00,,"Steve Hahn",9/19/2001 0:00:00,"American Camp:  small vernal pond-- uphill from Third Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/501600/5367475",5,"Edge of an emergent wetland-- partial sun",0,0,"mineral soil","Oenothera sarmentosa/Glyceria borealis/Epilobium sp.","SAJH",5367475,501600,,"",,"Epilobium ciliatum ssp. watsonii"
"SAJH  230173","SAJH-00081","Onagraceae","Epilobium minutum Lindl. ex Hook.","small flowered willowherb","Steve Hahn","136",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  south side of Young Hill-- just off the summit","San Juan Island National Historical Park","SAN JUAN","WA","10/489860/5381175",168,"South facing cliff-- very dry and exposed-- covered with large moss mats",120,190,"moss/bassalt","Moss sp.","SAJH",5381175,489860,,"",,"Epilobium minutum"
"SAJH  230174","SAJH-00081","Equisetaceae","Equisetum arvense L.","common horsetail","Teresa DeKoker","113",6/27/2001 0:00:00,,"Steve Hahn",6/27/2001 0:00:00,"American Camp:  just off of the Cattle Point Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/499521/5368224",8,"Edge of wetland-alder grove-- partial sun",8,69,"duff","Rubus spetabalis/Alnus rubra/Ranunculus repens","SAJH",5368224,499521,,"",,"Equisetum arvense"
"SAJH  230175","SAJH-00081","Equisetaceae","Equisetum hyemale (L.)","winter horsetail","Steve Hahn","110",6/6/2001 0:00:00,,"Steve Hahn",6/6/2001 0:00:00,"American Camp:  150m above Grandma's Cove-- on flat bench","San Juan Island National Historical Park","SAN JUAN","WA","10/498285/5367365",18,"Occurs on bench/bluff above ocean",17,226,"sandy soil","Hypochaeris radicata/Bromus sp./Lupinus littoralis","SAJH",5367365,498285,,"",,"Equisetum hyemale"
"SAJH  230176","SAJH-00081","Equisetaceae","Equisetum hyemale (L.)","winter horsetail","Steve Hahn","399",6/6/2001 0:00:00,,"Steve Hahn",6/6/2001 0:00:00,"American Camp:  150m above Grandma's Cove-- on flat bench","San Juan Island National Historical Park","SAN JUAN","WA","10/498285/5367365",18,"Occurs on bench/bluff above ocean",17,226,"sandy soil","Hypochaeris radicata/Bromus sp./Lupinus littoralis","SAJH",5367365,498285,,"",,"Equisetum hyemale"
"SAJH  230177","SAJH-00081","Equisetaceae","Equisetum telmateia Ehrh. var. braunii Milde","giant horsetail","Teresa DeKoker","77",6/22/2001 0:00:00,,"Steve Hahn",6/22/2001 0:00:00,"American Camp:  South Beach-- above the parking lot in a small wetland","San Juan Island National Historical Park","SAN JUAN","WA","10/499465/5367105",3,"Small-- concave-- muddy spring-- situated on a bench-- full sun",5,180,"mineral soil","Dactylis glomerata/Phalaris arundinacea/Cirsium arvense","SAJH",5367105,499465,,"",,"Equisetum telmateia var. braunii"
"SAJH  230178","SAJH-00081","Geraniaceae","Erodium cicutarium (L.)","stork's bill","Steve Hahn","3",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  Jakle's Lagoon parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500064/5367843",24,"Disturbed-- compacted edges of parking lot",2,300,"gravel","Dactylis glomerata/Bromus sterilis","SAJH",5367843,500064,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort. Fixed typo in Scientific Name","Erodium cicutarium"
"SAJH  230179","SAJH-00081","Liliaceae","Erythronium oregonum Applegate","giant white fawnlily","Steve Hahn","82",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  along the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",122,"Moss covered rocky slope in a closed canopy coniferous forest",60,322,"soil/duff","Heuchera micrantha/Symhoricarpus alba/Moss sp.","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Erythronium oregonum"
"SAJH  230180","SAJH-00081","Papaveraceae","Eschscholzia californica Cham. ssp. californica","California poppy","Teresa DeKoker","43",6/14/2001 0:00:00,,"Steve Hahn",6/14/2001 0:00:00,"American Camp:  Cattle Point Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/501378/5367011",46,"Disturbed roadside-- full sun",2,190,"mineral soil","Holcus lanatus","SAJH",5367011,501378,,"",,"Eschscholzia californica ssp. californica"
"SAJH  230181","SAJH-00081","Poaceae","Lolium arundinaceum Schreb. S.J. Darbyshire","tall fescue","Steve Hahn","159",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  small meadow along the service/access road","San Juan Island National Historical Park","SAN JUAN","WA","10/489630/5381975",15,"Small forest meadow opening-- may be an old roadbed-- partial sun-- Festuca dominated",20,287,"mineral soil","Rubus ursinus/Vicia hirsuta/Holcus lanatus","SAJH",5381975,489630,,"",,"Lolium arundinaceum"
"SAJH  230182","SAJH-00081","Poaceae","Lolium arundinaceum Schreb. S.J. Darbyshire","tall fescue","Steve Hahn","390",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  small meadow along the service/access road","San Juan Island National Historical Park","SAN JUAN","WA","10/489630/5381975",15,"Small forest meadow opening-- may be an old roadbed-- M207partial sun-- Festuca dominated",20,287,"mineral soil","Rubus ursinus/Vicia hirsuta/Holcus lanatus","SAJH",5381975,489630,,"",,"Lolium arundinaceum"
"SAJH  230183","SAJH-00081","Poaceae","Festuca occidentalis Hook.","western fescue","Steve Hahn","79",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  north of the Young Hill trail-- approx. 200m from the West Valley Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/489450/5381275",84,"Coniferous forest dominated  by Douglas fir and arbutus-- full shade",10,292,"mineral soil","Festuca subulata/Trientalis borealis/Adenocaulon bicolor","SAJH",5381275,489450,,"",,"Festuca occidentalis"
"SAJH  230184","SAJH-00081","Poaceae","Festuca occidentalis Hook.","western fescue","Steve Hahn","348",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  north of the Young Hill trail-- approx. 200m from the West Valley Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/489450/5381275",84,"Coniferous forest dominated  by Douglas fir and arbutus-- full shade",10,292,"mineral soil","Festuca subulata/Trientalis borealis/Adenocaulon bicolor","SAJH",5381275,489450,,"",,"Festuca occidentalis"
"SAJH  230185","SAJH-00081","Poaceae","Festuca rubra ssp. arenaria (Osbeck) F. Aresch.","red fescue","Steve Hahn","92",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  along the beach-- east of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500120/5368080",1,"Occurs in cracks of driftwood logs piled up above the high tide line",0,0,"rotting logs","Cakile maritima/Leymus mollis","SAJH",5368080,500120,,"",,"Festuca rubra ssp. arenaria"
"SAJH  230186","SAJH-00081","Poaceae","Festuca rubra ssp. arenaria (Osbeck) F. Aresch.","red fescue","Steve Hahn","113",6/7/2001 0:00:00,,"Steve Hahn",6/7/2001 0:00:00,"American Camp:  3/4 of a mile east on South Beach-- from the east end of parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500650/5366900",6,"Growing on a very erosive cliff composed of sand-- gravel-- and cobble",1,180,"sand/gravel","Vicia gigantea/Hypochaeris radicata/Bromus sterilis","SAJH",5366900,500650,,"",,"Festuca rubra ssp. arenaria"
"SAJH  230187","SAJH-00081","Poaceae","Festuca rubra ssp. arenaria (Osbeck) F. Aresch.","red fescue","Steve Hahn","357",6/5/2001 0:00:00,,"Steve Hahn",6/5/2001 0:00:00,"American Camp:  along the beach-- east of Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500120/5368080",1,"Occurs in cracks of driftwood logs piled up above the high tide line",0,0,"rotting logs","Cakile maritima/Leymus mollis","SAJH",5368080,500120,,"",,"Festuca rubra ssp. arenaria"
"SAJH  230188","SAJH-00081","Poaceae","Festuca subuliflora Scribn.","coast range fescue","Teresa DeKoker","85",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  gated service road","San Juan Island National Historical Park","SAN JUAN","WA","10/489630/5381975",18,"Coniferous forest-- partial sun",3,360,"mineral soil","Gaultheria shallon/Holodiscus discolor/Pseudotsuga menziesii","SAJH",5381975,489630,,"",,"Festuca subuliflora"
"SAJH  230189","SAJH-00081","Poaceae","Festuca subuliflora Scribn.","coast range fescue","Steve Hahn","77",5/30/2001 0:00:00,,"Steve Hahn",6/2/2001 0:00:00,"English Camp:  coniferous forest north of the Young Hill trail-- 75m from West Valley Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/489440/5381270",76,"Coniferous forest dominated by Douglas fir and arbutus",8,292,"duff","Osmorhiza chilensis/Trientalis borealis","SAJH",5381270,489440,,"",,"Festuca subuliflora"
"SAJH  230190","SAJH-00081","Poaceae","Festuca subuliflora Scribn.","coast range fescue","Steve Hahn","391",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  gated service road","San Juan Island National Historical Park","SAN JUAN","WA","10/489630/5381975",18,"Coniferous forest-- partial sun",3,360,"mineral soil","Gaultheria shallon/Holodiscus discolor/Pseudotsuga menziesii","SAJH",5381975,489630,,"",,"Festuca subuliflora"
"SAJH  230191","SAJH-00081","Poaceae","Festuca subuliflora Scribn.","coast range fescue","Steve Hahn","395",5/30/2001 0:00:00,,"Steve Hahn",6/2/2001 0:00:00,"English Camp:  coniferous forest north of the Young Hill trail-- 750m from West Valley Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/489440/5381270",76,"Coniferous forest dominated by Douglas fir and arbutus",8,292,"duff","Osmorhiza chilensis/Trientalis borealis","SAJH",5381270,489440,,"",,"Festuca subuliflora"
"SAJH  230192","SAJH-00081","Asteraceae","Logfia arvensis (L.) Holub","field cottonrose","Steve Hahn","198",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  eastern boundary at the beginning of Finlayson Ridge Trail","San Juan Island National Historical Park","SAN JUAN","WA","10/501918/5366989",53,"Old roadbed extending across the prairie-- composed of compacted gravel",3,162,"gravel","Lupinus littoralis/Hypochaeris radicata/Aira caryophyllea/Bromus sp.","SAJH",5366989,501918,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Logfia arvensis"
"SAJH  230193","SAJH-00081","Asteraceae","Logfia arvensis (L.) Holub","field cottonrose","Steve Hahn","378",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  eastern boundary at the beginning of Finlayson Ridge Trail","San Juan Island National Historical Park","SAN JUAN","WA","10/501918/5366989",53,"Old roadbed extending across the prairie-- composed of compacted gravel",3,162,"gravel","Lupinus littoralis/Hypochaeris radicata/Aira caryophyllea/Bromus sp.","SAJH",5366989,501918,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Logfia arvensis"
"SAJH  230194","SAJH-00081","Rosaceae","Fragaria vesca L. ssp. bracteata (Heller) Davis","woodland strawberry","Steve Hahn","48",5/25/2001 0:00:00,,"Steve Hahn",5/25/2001 0:00:00,"American Camp:  along the trail to Mount Finlayson from Jakle's Lagoon parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500430/5367420",43,"Growing below a tangled mass of exotic plants in an open meadow-- full sun",2,91,"gravel","Bromus sp./Vicia hirsuta/Vicia sativa/Poa pratensis","SAJH",5367420,500430,,"",,"Fragaria vesca ssp. bracteata"
"SAJH  230195","SAJH-00081","Rosaceae","Fragaria vesca L. ssp. bracteata (Heller) Davis","woodland strawberry","Steve Hahn","334",5/25/2001 0:00:00,,"Steve Hahn",5/25/2001 0:00:00,"American Camp: along the trail to Mount Finlayson from Jakle's Lagoon parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/500430/5367420",43,"Growing below a tangled mass of exotic plants in an open meadow-- full sun",2,91,"gravel","Bromus sp./Vicia hirsuta/Vicia sativa/Poa pratensis","SAJH",5367420,500430,,"",,"Fragaria vesca ssp. bracteata"
