Herbarium	Accession Number	Family	Genus	Species	Species Author	Subtype	Subtaxon	Subtaxon Author	ID Doubted	Scientific Name	Accepted Name (Taxon Name)	Determiner	Determination Day	Determination Month	Determination Year	Collector	Collector Number Prefix	Collector Number	Collector Number Suffix	Full Collector Number	Associated Collectors	Collection Day	Collection Month	Collection Year	Site Code	Country	State	County	Locality	Elevation (Feet)	Elevation (Meters)	Latitude Degrees	Latitude Minutes	Latitude Seconds	North or South	Longitude Degrees	Longitude Minutes	Longitude Seconds	West or East	Site Description	Specimen Description	Origin	Phenology
WTU	356224	Ranunculaceae	Ranunculus	repens	L.					Ranunculus repens	Ranunculus repens	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	92		PWD 92	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.836		N	122	43.065		W	"Moist soil, in clearing adjacent to barn."	Common.	Introduced	Flowering
WTU	355389	Rosaceae	Amelanchier	alnifolia	Nutt.	var.	alnifolia			Amelanchier alnifolia var. alnifolia	Amelanchier alnifolia var. alnifolia	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	64		PWD 64		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Native	Flowering
WTU	357729	Rosaceae	Aphanes	microcarpa	(Boiss. & Reut.) Rothm.					Aphanes microcarpa		Ben Legler	26	Oct	2004	Ben Legler		1514		1514		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	In compacted sandy soil of footpath with Poa annua.	Unknown	Flowering & Fruiting
WTU	357740	Rosaceae	Aphanes	microcarpa	(Boiss. & Reut.) Rothm.					Aphanes microcarpa		Ben Legler	26	Oct	2004	Peter W. Dunwiddie	PWD 	103		PWD 103	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, field edge."			48	11.921		N	122	42.902		W	Full sun; dry.	4? tall red stems.	Unknown	Flowering & Fruiting
WTU	356632	Rosaceae	Geum	macrophyllum	Willd.	var.	macrophyllum			Geum macrophyllum var. macrophyllum	Geum macrophyllum var. macrophyllum	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	93		PWD 93	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.836		N	122	43.065		W	"Moist soil, in clearing adjacent to barn."	Rare; seed round with prickles.	Native	Flowering & Fruiting
WTU	356219	Rosaceae	Holodiscus	discolor	(Pursh) Maxim.					Holodiscus discolor	Holodiscus discolor	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	105		PWD 105	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, field edge."			48	11.921		N	122	42.902		W	Full sun; dry.	"Common in forest, forest edge."	Native	Flowering
WTU	355519	Rosaceae	Malus	fusca	(Raf.) Schneid.					Malus fusca	Malus fusca	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	67		PWD 67		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Native	Flowering
WTU	355520	Rosaceae	Malus	x dawsoniana	Rehd.					Malus x dawsoniana		P. F. Zika	30	Apr	2004	Peter W. Dunwiddie	PWD 	68		PWD 68		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	"~4m fallen tree at edge of woods, white flowers ~35mm dia., faint lobe on one leaf.  Hybrid:  Malus pumila (introduced) x Malus fusca (native)."	Introduced	Flowering
WTU	355631	Rosaceae	Oemleria	cerasiformis	(H. & A.) Landon					Oemleria cerasiformis	Oemleria cerasiformis	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	47		PWD 47		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	In forest edge.	Native	Fertile
WTU	355612	Rosaceae	Potentilla	pacifica	Howell					Potentilla pacifica	Argentina egedii ssp. egedii	Ben Legler	26	May	2004	Ben Legler		1521		1521		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Flowers medium yellow; plants stoloniferous in mud by lagoon.	Native	Flowering
WTU	357076	Rosaceae	Rosa	gymnocarpa	Nutt.					Rosa gymnocarpa	Rosa gymnocarpa	Ben Legler	7	Oct	2004	Jeff Walker		283		283		10	Sep	2004	Jeff Walker_2004-Sep-10__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; adjacent to bluff trail along top of bluff."	190	58	48	11	17	N	122	42	57	W		Growing in shady forest; red fruits; sepals deciduous.	Native	Fruiting
WTU	355880	Rosaceae	Rosa	nutkana	Presl.	var.	nutkana			Rosa nutkana var. nutkana	Rosa nutkana var. nutkana	Ben Legler	26	May	2004	Ben Legler		1565		1565	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	Flowers deep pink; shrubs to 1 meter tall.	Native	Flowering & Fruiting
WTU	355380	Rosaceae	Rosa	nutkana	Presl.	var.	nutkana			Rosa nutkana var. nutkana	Rosa nutkana var. nutkana	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	52		PWD 52		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3 km north of main parking lot along main trail.  "	197	60	48	11.882		N	122	43.369		W	Collecting below trail and in nearby Pseudotsuga forest.		Native	Flowering
WTU	355983	Rosaceae	Rosa	rugosa	Thunb.					Rosa rugosa	Rosa rugosa	Ben Legler	29	Jun	2004	Ben Legler		1691		1691		4	Jun	2004	Ben Legler_2004-Jun-4__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; State Park property along bluff 1/4 mile N of parking area on Hill Road."	7	2	48	11.64		N	122	42.67		W	Steep SW-facing sandy-gravelly bluff directly above cobble beach.	Petals deep pink; leaves thick; shrubs 1 meter tall forming clump along driftwood.	Introduced	Flowering
WTU	357071	Rosaceae	Rubus	discolor	Weihe & Nees					Rubus discolor	Rubus discolor	Ben Legler	7	Oct	2004	Jeff Walker		269		269		10	Sep	2004	Jeff Walker_2004-Sep-10__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; east side of Perego?s Lagoon."	5	2	48	12	6	N	122	43	53	W		"Steep dry grassy slope; 2 meters tall, fruit black."	Introduced	Fruiting
WTU	357059	Rosaceae	Rubus	laciniatus	Willd.					Rubus laciniatus	Rubus laciniatus	Ben Legler	7	Oct	2004	Jeff Walker		287		287		10	Sep	2004	Jeff Walker_2004-Sep-10__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; south end of Perego?s Lagoon."	5	2	48	11	50	N	122	43	30	W		One patch; in fruit.	Introduced	Fruiting
WTU	355891	Rosaceae	Rubus	spectabilis	Pursh					Rubus spectabilis	Rubus spectabilis	Ben Legler	26	May	2004	Ben Legler		1586		1586	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Petals deep pink; shrub in woods.	Native	Flowering
WTU	355527	Rosaceae	Rubus	spectabilis	Pursh					Rubus spectabilis	Rubus spectabilis	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	77		PWD 77		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	In woods behind bluff.	Native	Flowering
WTU	355624	Rosaceae	Rubus	ursinus	Cham. & Schlecht.	var.	macropetalus	(Dougl.) Brown		Rubus ursinus var. macropetalus	Rubus ursinus ssp. macropetalus	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	45		PWD 45		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Common in understory.	Native	Flowering
WTU	355860	Rubiaceae	Galium	aparine	L.	var.	echinospermum	(Wallr.) Farw.		Galium aparine var. echinospermum	Galium aparine	Ben Legler	26	May	2004	Ben Legler		1495		1495		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Annual; stems clamboring on Rosa near beach; flowers off-white.	Native	Flowering & Fruiting
WTU	356495	Rubiaceae	Galium	aparine	L.	var.	echinospermum	(Wallr.) Farw.		Galium aparine var. echinospermum	Galium aparine	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	30		PWD 30		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Flowers white; common.	Native	Flowering
WTU	355895	Ruppiaceae	Ruppia	maritima	L.					Ruppia maritima	Ruppia maritima	Ben Legler	26	May	2004	Ben Legler		1568		1568	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	In shallows of lagoon; small fertile plants on gravel substrate; larger sterile plants on mud.	Native	Fertile
WTU	357116	Ruppiaceae	Ruppia	maritima	L.					Ruppia maritima	Ruppia maritima	Ben Legler	7	Oct	2004	Jeff Walker		273		273		10	Sep	2004	Jeff Walker_2004-Sep-10__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; east side of Perego?s Lagoon."	5	2	48	12	6	N	122	43	53	W		Growing in one foot of saline lagoon; abundant; growing with algae; in fruit.	Introduced	Fertile
WTU	356095	Salicaceae	Salix	scouleriana	Barratt					Salix scouleriana	Salix scouleriana	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	119		PWD 119	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3km north of main parking lot along main trail.  Collecting below trail and in nearby Pseudotsuga forest."	197	60	48	11	.882	N	122	43	.369	W	"Dry conifer woods; Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon, Rhododendron macrophyllum."	Shrubs 2-5 m tall; at edge of woods; dry soil.	Native	Sterile
WTU	356223	Saxifragaceae	Tellima	grandiflora	(Pursh) Dougl.					Tellima grandiflora	Tellima grandiflora	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	95		PWD 95	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, forest edge near sheep barn."			48	11	.82	N	122	43	.183	W	"Douglas Fir overstory, Red Elderberry, Snowberry, Ocean Spray understory."	Uncommon.	Native	Fertile
WTU	355524	Saxifragaceae	Tiarella	trifoliata	L.	var.	trifoliata			Tiarella trifoliata var. trifoliata	Tiarella trifoliata var. trifoliata	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	74		PWD 74		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	In woods.	Native	Flowering
WTU	356259	Scheuchzeriaceae	Triglochin	maritimum	L.					Triglochin maritimum	Triglochin maritima	Ben Legler	28	Jun	2004	Ben Legler		1698		1698		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Stems clumped; in wet soil in marsh.	Native	Fertile
WTU	355376	Scrophulariaceae	Triphysaria	pusilla	(Benth.) Chuang & Heckard					Triphysaria pusilla	Triphysaria pusilla	Ben Legler	7	Jul	2004	Peter W. Dunwiddie	PWD 	56		PWD 56		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3 km north of main parking lot along main trail.  "	197	60	48	11.882		N	122	43.369		W	Collecting below trail and in nearby Pseudotsuga forest.		Native	Fertile
WTU	355885	Scrophulariaceae	Veronica	arvensis	L.					Veronica arvensis	Veronica arvensis	Ben Legler	26	May	2004	Ben Legler		1584		1584	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	In fruit; scattered along bluff trail.	Introduced	Fertile
WTU	356231	Scrophulariaceae	Veronica	arvensis	L.					Veronica arvensis	Veronica arvensis	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	102		PWD 102	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, field edge."			48	11.921		N	122	42.902		W	Full sun; dry.	"Small flowers, purple."	Introduced	Flowering
WTU	357084	Solanaceae	Solanum	sarrachoides	Sendt.					Solanum sarrachoides	Solanum physalifolium	Ben Legler	7	Oct	2004	Jeff Walker		274		274		10	Sep	2004	Jeff Walker_2004-Sep-10__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; adjacent to bluff trail along top of bluff."	190	58	48	11	17	N	122	42	57	W		"Growing at top of dry, grassy bluff."	Introduced	Flowering & Fruiting
WTU	356638	Taxaceae	Taxus	brevifolia	Nutt.					Taxus brevifolia	Taxus brevifolia	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	118		PWD 118	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3km north of main parking lot along main trail.  Collecting below trail and in nearby Pseudotsuga forest."	197	60	48	11	.882	N	122	43	.369	W	"Dry conifer woods; Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon, Rhododendron macrophyllum."	"Tree, 8 m; rare; growing with Tsuga heterophylla; very little foliage - in poor condition."	Native	Sterile
WTU	355874	Urticaceae	Urtica	dioica	L.	ssp.	gracilis  var. lyallii	(Wats.) Hitchc.		Urtica dioica ssp. gracilis  var. lyallii		Ben Legler	26	May	2004	Ben Legler		1577		1577	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	In woods under Sambucus; moist soil.	Native	Fertile
WTU	356631	Urticaceae	Urtica	dioica	L.	ssp.	gracilis  var. lyallii	(Wats.) Hitchc.		Urtica dioica ssp. gracilis  var. lyallii		Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	89		PWD 89	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.789		N	122	43.020		W	"Ruderal species invading unplowed field: Brassicaceae, Amsinckia, Sisymbrium."	"Common along edge of field with Arctium, Anthriscus."	Native	Fertile
WTU	356494	Zosteraceae	Phyllospadix	scouleri	Hook.					Phyllospadix scouleri	Phyllospadix scouleri	Ben Legler	26	May	2004	Ben Legler		1520		1520		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Washed up on gravelly shore; rhizomatous.	Native	Sterile
WTU	356493	Zosteraceae	Zostera	marina	L.					Zostera marina	Zostera marina	P. F. Zika	30	Apr	2004	Ben Legler		1519		1519		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Washed up on gravelly shore; rhizomatous.	Native	Sterile
